,best_match_score,__id_left,__id_right,ID,STCD,DTBEG,DTEND,YEAR,CNTYNAME,MNAME,MLOCADDR,MLOCCITY,GRACE,MLOCSTCD,MCNTYCD,FCOUNTY,FSTCD,FCNTYCD,MLOCZIP,STATE,fac_id,fac_name,fac_is_closed,review_count,fac_rating,fac_updated_time,phone,business_url,fac_url,address,city,state,country,postal_code,latitude,longitude
35507,1.1354814787331287,6211100,fsYoD9dm5mTqR-DfGHSHDA,6211100,21,01/01/2018,12/31/2018,2018,"Erie, NY",mercy hospital,565 abbott road,buffalo,,21,29,36029,36,29,14220-2095,ny,fsYoD9dm5mTqR-DfGHSHDA,mercy hospital,False,32,2.5,2020-06-26T05:05:58,17168267000.0,http://www.chsbuffalo.org/Facilities/Hospitals/MHOB,https://www.yelp.com/biz/mercy-hospital-buffalo?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,565 abbott rd,buffalo,ny,US,14220.0,,
35609,1.7784254326781685,6211120,AsUvXYx9ZVn3IMJmAIwhYw,6211120,21,04/01/2017,03/31/2018,2018,"Erie, NY",roswell park comprehensive cancer center,elm and carlton streets,buffalo,,21,29,36029,36,29,14263-0001,ny,AsUvXYx9ZVn3IMJmAIwhYw,roswell park comprehensive cancer center,False,24,3.0,2020-03-31T09:03:59,18772757724.0,http://www.roswellpark.org,https://www.yelp.com/biz/roswell-park-comprehensive-cancer-center-buffalo?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,elm and carlton st,buffalo,ny,US,14263.0,,
35610,-0.5514920864525322,6211145,um6wgj5ReAyKeboqfRI2oA,6211145,21,,,2018,"Erie, NY",veterans affairs western new york healthcare system-buffalo division,3495 bailey avenue,buffalo,,21,29,36029,36,29,14215-1129,ny,um6wgj5ReAyKeboqfRI2oA,western new york dental group - buffalo delaware ave,False,13,3.0,2019-08-16T18:26:40,17168851905.0,http://www.wnydental.com,https://www.yelp.com/biz/western-new-york-dental-group-buffalo-delaware-ave-buffalo?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,2290 delaware ave ste 300,buffalo,ny,US,14207,,
35859,0.6225930758504863,6211180,lv7lpd1puzNHx58uCsFSgA,6211180,21,01/01/2018,12/31/2018,2018,"Ontario, NY",f. f. thompson hospital,350 parrish street,canandaigua,,21,69,36069,36,69,14424-1731,ny,lv7lpd1puzNHx58uCsFSgA,thompson health,False,5,3.0,2018-11-27T11:56:03,15853966000.0,http://thompsonhealth.com,https://www.yelp.com/biz/thompson-health-canandaigua-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,350 parrish st,canandaigua,ny,US,14424.0,,
35962,1.4902080096985322,6211185,T0p3slp9uL8rXfYIS9vItg,6211185,21,01/01/2018,12/31/2018,2018,"St. Lawrence, NY",canton-potsdam hospital,50 leroy street,potsdam,,21,89,36089,36,89,13676-1799,ny,T0p3slp9uL8rXfYIS9vItg,canton-potsdam hospital,False,8,3.0,2019-11-22T10:15:48,13152653300.0,https://www.cphospital.org,https://www.yelp.com/biz/canton-potsdam-hospital-potsdam?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,50 leroy st,potsdam,ny,US,13676,44.67669620000001,-74.9830642
36065,0.7215639197670072,6211190,Xwn64gTZJhpV9SkMUkmuzw,6211190,21,10/01/2017,09/30/2018,2018,"Ontario, NY",canandaigua veterans affairs medical center,400 fort hill avenue,canandaigua,,21,69,36069,36,69,14424-1159,ny,Xwn64gTZJhpV9SkMUkmuzw,veterans administration medical center,False,1,4.0,2018-11-11T03:25:58,15853942000.0,http://www.veteransoutreachcenter.org,https://www.yelp.com/biz/veterans-administration-medical-center-canandaigua?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,400 fort hill ave,canandaigua,ny,US,14424.0,,
36066,1.5416466033581224,6211200,MWmz2lI75PaWGvO0GCYgsg,6211200,21,01/01/2018,12/31/2018,2018,"Putnam, NY",putnam hospital center,670 stoneleigh avenue,carmel,,21,79,36079,36,79,10512-3997,ny,MWmz2lI75PaWGvO0GCYgsg,putnam hospital center,False,51,2.0,2020-04-22T11:24:58,18452795711.0,http://www.healthquest.org/,https://www.yelp.com/biz/putnam-hospital-center-carmel-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,670 stoneleigh avenue,carmel,ny,US,10512.0,,
36067,1.642028964441508,6211205,zU3my92uamGE-ITnyfe2Ng,6211205,21,,,2018,"Jefferson, NY",carthage area hospital,1001 west street,carthage,,21,45,36045,36,45,13619-9703,ny,zU3my92uamGE-ITnyfe2Ng,carthage area hospital,False,5,2.5,2019-09-21T12:23:19,13154931000.0,http://www.carthagehospital.com/,https://www.yelp.com/biz/carthage-area-hospital-carthage?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1001 west st,carthage,ny,US,13619.0,,
36076,1.5531804176884754,6211215,6eF3-uROTBQIgvDRuhDbng,6211215,21,01/01/2018,12/31/2018,2018,"Putnam, NY",arms acres,75 seminary hill road,carmel,,21,79,36079,36,79,10512-1921,ny,6eF3-uROTBQIgvDRuhDbng,arms acres,False,2,1.0,2020-06-26T02:23:08,18452253400.0,http://www.armsacres.com,https://www.yelp.com/biz/arms-acres-carmel?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,75 seminary hill rd,carmel,ny,US,10512.0,,
36130,0.985664054162234,6211225,9lBK_OMk0SU5P1tjBqQx6w,6211225,21,,,2018,"Columbia, NY",columbia memorial hospital,71 prospect avenue,hudson,,21,21,36021,36,21,12534-2907,ny,9lBK_OMk0SU5P1tjBqQx6w,columbia memorial hospital rehabilitation services,False,1,1.0,2018-09-23T20:34:54,15188288206.0,,https://www.yelp.com/biz/columbia-memorial-hospital-rehabilitation-services-hudson?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,71 prospect ave,hudson,ny,US,12534.0,,
36238,1.6463149177263352,6211290,WAHYkUlId8_Yb2U_PrkGxA,6211290,21,01/01/2018,12/31/2018,2018,"Ontario, NY",clifton springs hospital and clinic,2 coulter road,clifton springs,,21,69,36069,36,69,14432-1189,ny,WAHYkUlId8_Yb2U_PrkGxA,clifton springs hospital & clinic,False,2,2.5,2020-06-26T05:11:35,13154629561.0,http://www.cliftonspringshospital.org,https://www.yelp.com/biz/clifton-springs-hospital-and-clinic-clifton-springs?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,2 coulter rd,clifton springs,ny,US,14432.0,,
36345,1.7080133832663975,6211295,22Sr8goyTqCr1g-8NtkIkA,6211295,21,,,2018,"Schoharie, NY",cobleskill regional hospital,178 grandview drive,cobleskill,,21,95,36095,36,95,12043-5144,ny,22Sr8goyTqCr1g-8NtkIkA,cobleskill regional hospital,False,3,4.5,2018-12-03T09:47:09,15182543456.0,http://www.bassett.org/cobleskill-hospital/,https://www.yelp.com/biz/cobleskill-regional-hospital-cobleskill?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,178 grandview dr,cobleskill,ny,US,12043.0,42.6864878910829,-74.4825587043986
36350,-0.1822741884123012,6211350,0-Gcq2dWrpYgjjcOnUdoCA,6211350,21,07/01/2017,06/30/2018,2018,"Steuben, NY",guthrie corning hospital,one guthrie drive,corning,,21,101,36101,36,101,14830-3696,ny,0-Gcq2dWrpYgjjcOnUdoCA,guthrie,False,1,1.0,2019-01-26T23:52:47,16079738000.0,http://www.guthrie.org/location/corning-centerway,https://www.yelp.com/biz/guthrie-corning-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,130 centerway,corning,ny,US,14830,,
36581,1.533668433434869,6211370,2Y38lF9_ipP2_cW9ErG2jA,6211370,21,01/01/2018,12/31/2018,2018,"Cortland, NY",guthrie cortland regional medical center,134 homer avenue,cortland,,21,23,36023,36,23,13045-1206,ny,2Y38lF9_ipP2_cW9ErG2jA,guthrie cortland medical center,False,6,2.0,2020-04-11T21:33:09,16077563500.0,http://www.cortlandregional.org/,https://www.yelp.com/biz/guthrie-cortland-medical-center-cortland?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,134 homer ave,cortland,ny,US,13045.0,,
36732,-0.3931101599882699,6211400,KVyUZQ5Ddeda3JGmg8K1IQ,6211400,21,,,2018,"Allegany, NY",cuba memorial hospital,140 west main street,cuba,,21,3,36003,36,3,14727-1398,ny,KVyUZQ5Ddeda3JGmg8K1IQ,cvs pharmacy,False,11,2.0,2020-06-18T16:49:43,16317243727.0,https://www.cvs.com,https://www.yelp.com/biz/cvs-pharmacy-smithtown-5?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,82 west main street,smithtown,ny,US,11787.0,,
37016,1.3157501285654096,6211430,lYLePDyhqhNF2nSGaEWN0g,6211430,21,01/01/2018,12/31/2018,2018,"Livingston, NY",nicholas h. noyes memorial hospital,111 clara barton street,dansville,,21,51,36051,36,51,14437-9503,ny,lYLePDyhqhNF2nSGaEWN0g,noyes memorial hospital,False,2,2.5,2020-01-10T20:35:36,15853356001.0,https://www.noyes-health.org,https://www.yelp.com/biz/noyes-memorial-hospital-dansville?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,111 clara barton st,dansville,ny,US,14437.0,,
37066,-0.8369940011343112,6211450,HPgPDMtvBd4Y0ZioAXggEg,6211450,21,,,2018,"Delaware, NY",o'connor hospital,"460 andes road, state route 28",delhi,,21,25,36025,36,25,13753-7407,ny,HPgPDMtvBd4Y0ZioAXggEg,a o fox hospital,False,7,2.5,2020-02-09T02:10:41,16074315052.0,,https://www.yelp.com/biz/a-o-fox-hospital-oneonta?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,rr 28,oneonta,ny,US,13820.0,,
37334,1.1975256894176594,6211470,tmCbmdhNqOc_ofxpXTaLug,6211470,21,,,2018,"Chautauqua, NY",brooks memorial hospital,529 central avenue,dunkirk,,21,13,36013,36,13,14048-2599,ny,tmCbmdhNqOc_ofxpXTaLug,brooks memorial hospital,False,3,3.5,2019-11-07T13:19:23,17163661111.0,http://www.brookshospital.com,https://www.yelp.com/biz/brooks-memorial-hospital-dunkirk?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,529 central ave,dunkirk,ny,US,14048.0,,
37338,0.8958373988579678,6211490,KpdEEgsTaAKQZno5jWvUrg,6211490,21,,,2018,"Essex, NY",the university of vermont health network elizabethtown community hospital,75 park street,elizabethtown,,21,31,36031,36,31,12932,ny,KpdEEgsTaAKQZno5jWvUrg,elizabethtown community hospital,False,1,5.0,2018-07-05T12:13:16,15188733003.0,http://www.ech.org,https://www.yelp.com/biz/elizabethtown-community-hospital-elizabethtown?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,75 park st,elizabethtown,ny,US,12932.0,,
37502,1.949239397301142,6211500,v-lO31oDsIabVTnIfkenKg,6211500,21,01/01/2018,12/31/2018,2018,"Ulster, NY",ellenville regional hospital,10 healthy way,ellenville,,21,111,36111,36,111,12428-5612,ny,v-lO31oDsIabVTnIfkenKg,ellenville regional hospital,False,2,3.0,2020-03-12T08:41:40,18456476400.0,https://erhny.org,https://www.yelp.com/biz/ellenville-regional-hospital-ellenville-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,10 healthy way,ellenville,ny,US,12428.0,,
37503,1.4414993396790987,6211510,Va5jzCJRXByv2LbMUJFSbw,6211510,21,01/01/2018,12/31/2018,2018,"Chemung, NY",arnot ogden medical center,600 roe avenue,elmira,,21,15,36015,36,15,14905-1629,ny,Va5jzCJRXByv2LbMUJFSbw,arnot ogden medical center,False,4,3.0,2019-09-02T16:57:00,16077374100.0,http://www.arnothealth.org/,https://www.yelp.com/biz/arnot-ogden-medical-center-elmira-3?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,600 roe ave,elmira,ny,US,14905.0,,
37558,-0.26256387246421486,6211530,PG55qNfLRnqVNgIPTbgvyg,6211530,21,04/01/2017,03/31/2018,2018,"Chemung, NY",elmira psychiatric center,100 washington street,elmira,,21,15,36015,36,15,14901-2898,ny,PG55qNfLRnqVNgIPTbgvyg,elmira hearing aid center,False,1,4.0,2020-06-12T02:18:37,16077334783.0,https://elmiranyhearingcenter.com,https://www.yelp.com/biz/elmira-hearing-aid-center-elmira?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1100 clemens center pkwy,elmira,ny,US,14901.0,,
37850,0.8675395519036143,6211540,cvjF4jsFgsb-yZMmNKpiVw,6211540,21,,,2018,"Chemung, NY",st. joseph's hospital,555 st. joseph's boulevard,elmira,,21,15,36015,36,15,14901-3223,ny,cvjF4jsFgsb-yZMmNKpiVw,st joseph's hospital,False,5,2.0,2019-09-10T15:28:30,16072713414.0,,https://www.yelp.com/biz/st-josephs-hospital-elmira?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,555 e market st,elmira,ny,US,14901.0,,
37856,0.7791558691139101,6211545,MzxZZaEFrG_9lq61fuVAWw,6211545,21,01/01/2018,12/31/2018,2018,"Broome, NY",united health services hospitals-binghamton,10-42 mitchell avenue,binghamton,,21,7,36007,36,7,13903-1678,ny,MzxZZaEFrG_9lq61fuVAWw,united health services hospitals therapy services,False,1,4.0,2018-04-06T13:38:59,16077632100.0,,https://www.yelp.com/biz/united-health-services-hospitals-therapy-services-binghamton?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,20 mitchell ave,binghamton,ny,US,13901.0,,
37896,0.5590696849907023,6211570,clkakCTkVrRnmfyZkNHfYQ,6211570,21,01/01/2018,12/31/2018,2018,"Queens, NY",st. john's episcopal hospital-south shore,327 beach 19th street,far rockaway,,21,81,36081,36,81,11691-4423,ny,clkakCTkVrRnmfyZkNHfYQ,st john's episcopal hospital,False,1,1.0,2020-03-24T17:56:17,17184742070.0,,https://www.yelp.com/biz/st-johns-episcopal-hospital-rockaway-park?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,11504 rockaway beach blvd,rockaway park,ny,US,11694.0,,
37901,1.2560606073554517,6211595,Mh7Eos2l6tVVfbScp8GxCQ,6211595,21,01/01/2018,12/31/2018,2018,"Queens, NY",new york-presbyterian queens,56-45 main street,flushing,,21,81,36081,36,81,11355-5045,ny,Mh7Eos2l6tVVfbScp8GxCQ,new york-presbyterian - queens t c u,False,6,1.5,2020-01-18T20:12:48,19999999991.0,http://www.nyhq.org,https://www.yelp.com/biz/new-york-presbyterian-queens-t-c-u-flushing?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,56-45 main st,flushing,ny,US,11355.0,,
37953,1.2713531379843466,6211600,eQ4AXEykrSz4n45NBtONFg,6211600,21,01/01/2018,12/31/2018,2018,"Queens, NY",flushing hospital medical center,4500 parsons boulevard,flushing,,21,81,36081,36,81,11355-2205,ny,eQ4AXEykrSz4n45NBtONFg,flushing hospital medical center,False,90,2.5,2020-06-25T01:40:01,17186705000.0,http://www.flushinghospital.org,https://www.yelp.com/biz/flushing-hospital-medical-center-flushing?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,4500 parsons blvd,flushing,ny,US,11355.0,,
37958,1.688530851729922,6211650,W4CG8Wc0Gr4SmMq98CLctg,6211650,21,01/01/2018,12/31/2018,2018,"Ontario, NY",geneva general hospital,196 north street,geneva,,21,69,36069,36,69,14456-1694,ny,W4CG8Wc0Gr4SmMq98CLctg,geneva general hospital,False,3,3.5,2020-03-14T08:15:11,13157874200.0,https://www.flhealth.org/services/inpatient-care/geneva-general-hospital/,https://www.yelp.com/biz/geneva-general-hospital-geneva?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,196 north st,geneva,ny,US,14456.0,,
37970,1.6765374419202006,6211660,BGZBCQkJL01PVwZiJb4HFg,6211660,21,01/01/2018,12/31/2018,2018,"Nassau, NY",glen cove hospital,101 st andrews lane,glen cove,,21,59,36059,36,59,11542-2254,ny,BGZBCQkJL01PVwZiJb4HFg,glen cove hospital,False,18,4.0,2019-11-06T18:39:59,15166747300.0,https://www.northwell.edu/find-care/locations/glen-cove-hospital,https://www.yelp.com/biz/glen-cove-hospital-glen-cove-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,101 st andrews ln,glen cove,ny,US,11542.0,,
37971,1.3065901554203971,6211670,hproekGB8xQZ5Hv56KrNsg,6211670,21,01/01/2018,12/31/2018,2018,"Warren, NY",glens falls hospital,100 park street,glens falls,,21,113,36113,36,113,12801-4413,ny,hproekGB8xQZ5Hv56KrNsg,glens falls hospital,False,26,2.5,2020-05-29T18:39:41,15189261000.0,https://www.glensfallshospital.org,https://www.yelp.com/biz/glens-falls-hospital-glens-falls?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,100 park st,glens falls,ny,US,12801.0,,
37972,2.0438765863970265,6211680,Gom591egjVOoMdI9_g-0hQ,6211680,21,01/01/2018,12/31/2018,2018,"Nassau, NY",long island jewish medical center,270-05 76th avenue,new hyde park,,21,59,36059,36,59,11040-1496,ny,Gom591egjVOoMdI9_g-0hQ,long island jewish medical center,False,135,2.5,2020-04-26T15:19:23,17184707000.0,https://www.northwell.edu/find-care/locations/long-island-jewish-medical-center,https://www.yelp.com/biz/long-island-jewish-medical-center-new-hyde-park?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,270-05 76th ave,new hyde park,ny,US,11040,,
37975,1.640218091547382,6211690,d1LsP4wlTeoI8IbUM3WR_w,6211690,21,01/01/2018,12/31/2018,2018,"Fulton, NY",nathan littauer hospital and nursing home,99 east state street,gloversville,,21,35,36035,36,35,12078-1203,ny,d1LsP4wlTeoI8IbUM3WR_w,nathan littauer hospital & nursing home,False,6,1.5,2020-03-30T23:50:51,15187258621.0,http://www.nlh.org,https://www.yelp.com/biz/nathan-littauer-hospital-and-nursing-home-gloversville-3?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,99 e state st,gloversville,ny,US,12078.0,,
38081,-0.7072032711306673,6211720,KVyUZQ5Ddeda3JGmg8K1IQ,6211720,21,01/01/2018,12/31/2018,2018,"St. Lawrence, NY",gouverneur hospital,77 west barney street,gouverneur,,21,89,36089,36,89,13642-1040,ny,KVyUZQ5Ddeda3JGmg8K1IQ,cvs pharmacy,False,11,2.0,2020-06-18T16:49:43,16317243727.0,https://www.cvs.com,https://www.yelp.com/biz/cvs-pharmacy-smithtown-5?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,82 west main street,smithtown,ny,US,11787.0,,
38339,1.1126659045572471,6211770,DntrrA-ZMjWRGQv6Fd5BvQ,6211770,21,01/01/2018,12/31/2018,2018,"Suffolk, NY",stony brook eastern long island hospital,201 manor place,greenport,,21,103,36103,36,103,11944-1298,ny,DntrrA-ZMjWRGQv6Fd5BvQ,eastern long island hospital,False,4,2.0,2019-09-10T19:59:00,16314771000.0,http://www.elih.org,https://www.yelp.com/biz/eastern-long-island-hospital-greenport-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,201 manor pl,greenport,ny,US,11944.0,,
38340,0.9125878833650042,6211775,9fmnkpgMHVo-wOsMxQSMeg,6211775,21,,,2018,"Madison, NY",community memorial hospital,150 broad street,hamilton,,21,53,36053,36,53,13346-9518,ny,9fmnkpgMHVo-wOsMxQSMeg,hamilton community memorial hospital,False,4,1.0,2018-12-16T11:02:49,13158241100.0,,https://www.yelp.com/biz/hamilton-community-memorial-hospital-hamilton?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,150 broad st,hamilton,ny,US,13346.0,,
38341,1.4825519077116747,6211810,l9ecVcjFsUz_2JlKY0z6gg,6211810,21,,,2018,"Nassau, NY",nassau university medical center,2201 hempstead turnpike,east meadow,,21,59,36059,36,59,11554-1859,ny,l9ecVcjFsUz_2JlKY0z6gg,nassau university medical center,False,91,1.5,2020-06-26T03:33:41,15165720123.0,http://www.numc.edu,https://www.yelp.com/biz/nassau-university-medical-center-east-meadow?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,2201 hempstead tpke,east meadow,ny,US,11554.0,,
38343,1.179205433200467,6211812,vNyC6T9U8dE3oWoTC333jQ,6211812,21,,,2018,"Suffolk, NY",pilgrim psychiatric center,998 crooked hill road,brentwood,,21,103,36103,36,103,11717-1019,ny,vNyC6T9U8dE3oWoTC333jQ,pilgrim,False,2,2.0,2020-04-28T11:13:21,16319517190.0,,https://www.yelp.com/biz/pilgrim-brentwood?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,998 crooked hill rd,brentwood,ny,US,11717.0,,
38460,-0.8520494538486473,6211860,-C9Nz_n4G5yqJhda9lFefg,6211860,21,,,2018,"Steuben, NY",st. james mercy hospital,411 canisteo street,hornell,,21,101,36101,36,101,14843-2197,ny,-C9Nz_n4G5yqJhda9lFefg,st. james parish hospital,False,1,5.0,2019-03-17T21:36:52,12258695512.0,http://www.sjph.org,https://www.yelp.com/biz/st-james-parish-hospital-lutcher-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1645 lutcher ave,lutcher,la,US,70071.0,,
38692,0.8244356201534538,6211880,Ym-HycgDyZqM7vtkNiJUIQ,6211880,21,01/01/2018,12/31/2018,2018,"Suffolk, NY",huntington hospital,270 park avenue,huntington,,21,103,36103,36,103,11743-2799,ny,Ym-HycgDyZqM7vtkNiJUIQ,huntington hospital,False,49,3.0,2020-06-28T15:03:43,16313512000.0,https://www.northwell.edu/find-care/locations/huntington-hospital,https://www.yelp.com/biz/huntington-hospital-huntington-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,270 park ave,huntington,ny,US,11743.0,,
38694,0.9626814438306579,6211960,ecTnKSh0riEgpgDhtM_eRQ,6211960,21,01/01/2018,12/31/2018,2018,"Tompkins, NY",cayuga medical center at ithaca,101 dates drive,ithaca,,21,109,36109,36,109,14850-1342,ny,ecTnKSh0riEgpgDhtM_eRQ,cayuga medical center,False,14,2.5,2020-03-03T12:10:36,16072744011.0,http://cayugamed.org,https://www.yelp.com/biz/cayuga-medical-center-ithaca-5?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,101 dates dr,ithaca,ny,US,14850.0,,
38695,0.7440707928246161,6211980,MJIUx5rm0toZWWcsDaldog,6211980,21,,,2018,"Queens, NY",jamaica hospital medical center,8900 van wyck expressway,jamaica,,21,81,36081,36,81,11418-2832,ny,MJIUx5rm0toZWWcsDaldog,jamaica hospital medical center,False,1,5.0,2020-02-12T20:41:29,17182913276.0,,https://www.yelp.com/biz/jamaica-hospital-medical-center-jamaica-5?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,,jamaica,ny,US,11430.0,,
38720,1.7907755088374415,6212010,XM5n4z96RaOFM8kOQUrpdg,6212010,21,07/01/2017,06/30/2018,2018,"Queens, NY",nyc health + hospitals / queens,82-68 164th street,jamaica,,21,81,36081,36,81,11432-1104,ny,XM5n4z96RaOFM8kOQUrpdg,nyc health + hospitals/queens,False,52,2.0,2020-06-20T10:42:43,17188833000.0,http://www.nychealthandhospitals.org/queens,https://www.yelp.com/biz/nyc-health-hospitals-queens-jamaica?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,82-68 164th st,jamaica,ny,US,11432.0,,
